location,date,vaccine,total_vaccinations
Lithuania,2021-05-07,Johnson&Johnson,3604
Lithuania,2021-05-07,Moderna,100930
Lithuania,2021-05-07,Oxford/AstraZeneca,237947
Lithuania,2021-05-07,Pfizer/BioNTech,806191
Lithuania,2021-05-08,Johnson&Johnson,3902
Lithuania,2021-05-08,Moderna,102379
Lithuania,2021-05-08,Oxford/AstraZeneca,248026
Lithuania,2021-05-08,Pfizer/BioNTech,810149
Lithuania,2021-05-09,Johnson&Johnson,3904
Lithuania,2021-05-09,Moderna,102379
Lithuania,2021-05-09,Oxford/AstraZeneca,255151
Lithuania,2021-05-09,Pfizer/BioNTech,810149
Lithuania,2021-05-10,Johnson&Johnson,5552
Lithuania,2021-05-10,Moderna,104688
Lithuania,2021-05-10,Oxford/AstraZeneca,269364
Lithuania,2021-05-10,Pfizer/BioNTech,812605
Lithuania,2021-05-11,Johnson&Johnson,6280
Lithuania,2021-05-11,Moderna,107492
Lithuania,2021-05-11,Oxford/AstraZeneca,272487
Lithuania,2021-05-11,Pfizer/BioNTech,832394
Lithuania,2021-05-12,Johnson&Johnson,6714
Lithuania,2021-05-12,Moderna,108677
Lithuania,2021-05-12,Oxford/AstraZeneca,275081
Lithuania,2021-05-12,Pfizer/BioNTech,859817
Lithuania,2021-05-13,Johnson&Johnson,7622
Lithuania,2021-05-13,Moderna,110760
Lithuania,2021-05-13,Oxford/AstraZeneca,277894
Lithuania,2021-05-13,Pfizer/BioNTech,884089
Lithuania,2021-05-14,Johnson&Johnson,8272
Lithuania,2021-05-14,Moderna,113564
Lithuania,2021-05-14,Oxford/AstraZeneca,281945
Lithuania,2021-05-14,Pfizer/BioNTech,908012
Lithuania,2021-05-15,Johnson&Johnson,8304
Lithuania,2021-05-15,Moderna,113804
Lithuania,2021-05-15,Oxford/AstraZeneca,284561
Lithuania,2021-05-15,Pfizer/BioNTech,911256
Lithuania,2021-05-16,Johnson&Johnson,8304
Lithuania,2021-05-16,Moderna,113929
Lithuania,2021-05-16,Oxford/AstraZeneca,284601
Lithuania,2021-05-16,Pfizer/BioNTech,911592
Lithuania,2021-05-17,Johnson&Johnson,9170
Lithuania,2021-05-17,Moderna,122351
Lithuania,2021-05-17,Oxford/AstraZeneca,288794
Lithuania,2021-05-17,Pfizer/BioNTech,913750
Lithuania,2021-05-18,Johnson&Johnson,10412
Lithuania,2021-05-18,Moderna,124431
Lithuania,2021-05-18,Oxford/AstraZeneca,291489
Lithuania,2021-05-18,Pfizer/BioNTech,932295
Lithuania,2021-05-19,Johnson&Johnson,11724
Lithuania,2021-05-19,Moderna,127564
Lithuania,2021-05-19,Oxford/AstraZeneca,295179
Lithuania,2021-05-19,Pfizer/BioNTech,957246
Lithuania,2021-05-20,Johnson&Johnson,14072
Lithuania,2021-05-20,Moderna,130241
Lithuania,2021-05-20,Oxford/AstraZeneca,299659
Lithuania,2021-05-20,Pfizer/BioNTech,980294
Lithuania,2021-05-21,Johnson&Johnson,16044
Lithuania,2021-05-21,Moderna,132984
Lithuania,2021-05-21,Oxford/AstraZeneca,303679
Lithuania,2021-05-21,Pfizer/BioNTech,997343
Lithuania,2021-05-22,Johnson&Johnson,16458
Lithuania,2021-05-22,Moderna,134510
Lithuania,2021-05-22,Oxford/AstraZeneca,304045
Lithuania,2021-05-22,Pfizer/BioNTech,1004105
Lithuania,2021-05-23,Johnson&Johnson,17094
Lithuania,2021-05-23,Moderna,134645
Lithuania,2021-05-23,Oxford/AstraZeneca,304071
Lithuania,2021-05-23,Pfizer/BioNTech,1005126
Lithuania,2021-05-24,Johnson&Johnson,19232
Lithuania,2021-05-24,Moderna,137279
Lithuania,2021-05-24,Oxford/AstraZeneca,307923
Lithuania,2021-05-24,Pfizer/BioNTech,1010899
Lithuania,2021-05-25,Johnson&Johnson,21046
Lithuania,2021-05-25,Moderna,139568
Lithuania,2021-05-25,Oxford/AstraZeneca,310839
Lithuania,2021-05-25,Pfizer/BioNTech,1029544
Lithuania,2021-05-26,Johnson&Johnson,22620
Lithuania,2021-05-26,Moderna,140527
Lithuania,2021-05-26,Oxford/AstraZeneca,314647
Lithuania,2021-05-26,Pfizer/BioNTech,1051622
Lithuania,2021-05-27,Johnson&Johnson,24784
Lithuania,2021-05-27,Moderna,141357
Lithuania,2021-05-27,Oxford/AstraZeneca,317491
Lithuania,2021-05-27,Pfizer/BioNTech,1075788
Lithuania,2021-05-28,Johnson&Johnson,27644
Lithuania,2021-05-28,Moderna,143707
Lithuania,2021-05-28,Oxford/AstraZeneca,321179
Lithuania,2021-05-28,Pfizer/BioNTech,1097885
Lithuania,2021-05-29,Johnson&Johnson,33560
Lithuania,2021-05-29,Moderna,144010
Lithuania,2021-05-29,Oxford/AstraZeneca,321460
Lithuania,2021-05-29,Pfizer/BioNTech,1102555
Lithuania,2021-05-30,Johnson&Johnson,33560
Lithuania,2021-05-30,Moderna,144050
Lithuania,2021-05-30,Oxford/AstraZeneca,321472
Lithuania,2021-05-30,Pfizer/BioNTech,1103066
Romania,2020-12-27,Pfizer/BioNTech,965
Romania,2020-12-28,Pfizer/BioNTech,2066
Romania,2020-12-29,Pfizer/BioNTech,2778
Romania,2020-12-30,Pfizer/BioNTech,5666
Romania,2020-12-31,Pfizer/BioNTech,10289
Romania,2021-01-01,Pfizer/BioNTech,11656
Romania,2021-01-02,Pfizer/BioNTech,13242
Romania,2021-01-03,Pfizer/BioNTech,13596
Romania,2021-01-04,Pfizer/BioNTech,25508
Romania,2021-01-05,Pfizer/BioNTech,41609
Romania,2021-01-06,Pfizer/BioNTech,58554
Romania,2021-01-07,Pfizer/BioNTech,76400
Romania,2021-01-08,Pfizer/BioNTech,92706
Romania,2021-01-09,Pfizer/BioNTech,102301
Romania,2021-01-10,Pfizer/BioNTech,108294
Romania,2021-01-11,Pfizer/BioNTech,125190
Romania,2021-01-12,Pfizer/BioNTech,140447
Romania,2021-01-13,Pfizer/BioNTech,154268
Romania,2021-01-14,Pfizer/BioNTech,168089
Romania,2021-01-15,Pfizer/BioNTech,184146
Romania,2021-01-16,Pfizer/BioNTech,196567
Romania,2021-01-17,Pfizer/BioNTech,204662
Romania,2021-01-18,Pfizer/BioNTech,234899
Romania,2021-01-19,Pfizer/BioNTech,269706
Romania,2021-01-20,Pfizer/BioNTech,308044
Romania,2021-01-21,Pfizer/BioNTech,347756
Romania,2021-01-22,Pfizer/BioNTech,385596
Romania,2021-01-23,Pfizer/BioNTech,418545
Romania,2021-01-24,Pfizer/BioNTech,445945
Romania,2021-01-25,Pfizer/BioNTech,484291
Romania,2021-01-26,Pfizer/BioNTech,528038
Romania,2021-01-27,Pfizer/BioNTech,570364
Romania,2021-01-28,Pfizer/BioNTech,609056
Romania,2021-01-29,Pfizer/BioNTech,646660
Romania,2021-01-30,Pfizer/BioNTech,672056
Romania,2021-01-31,Pfizer/BioNTech,691075
Romania,2021-02-01,Pfizer/BioNTech,720844
Romania,2021-02-02,Pfizer/BioNTech,748392
Romania,2021-02-03,Pfizer/BioNTech,771862
Romania,2021-02-04,Moderna,6443
Romania,2021-02-04,Pfizer/BioNTech,788012
Romania,2021-02-05,Moderna,14944
Romania,2021-02-05,Pfizer/BioNTech,806268
Romania,2021-02-06,Moderna,23087
Romania,2021-02-06,Pfizer/BioNTech,817385
Romania,2021-02-07,Moderna,31026
Romania,2021-02-07,Pfizer/BioNTech,824956
Romania,2021-02-08,Moderna,35454
Romania,2021-02-08,Pfizer/BioNTech,855554
Romania,2021-02-09,Moderna,40399
Romania,2021-02-09,Pfizer/BioNTech,889416
Romania,2021-02-10,Moderna,44448
Romania,2021-02-10,Pfizer/BioNTech,926179
Romania,2021-02-11,Moderna,47769
Romania,2021-02-11,Pfizer/BioNTech,961312
Romania,2021-02-12,Moderna,51388
Romania,2021-02-12,Pfizer/BioNTech,997068
Romania,2021-02-13,Moderna,54855
Romania,2021-02-13,Pfizer/BioNTech,1028900
Romania,2021-02-14,Moderna,57881
Romania,2021-02-14,Pfizer/BioNTech,1055753
Romania,2021-02-15,Moderna,60916
Romania,2021-02-15,Oxford/AstraZeneca,6812
Romania,2021-02-15,Pfizer/BioNTech,1083043
Romania,2021-02-16,Moderna,63951
Romania,2021-02-16,Oxford/AstraZeneca,13624
Romania,2021-02-16,Pfizer/BioNTech,1111098
Romania,2021-02-17,Moderna,69323
Romania,2021-02-17,Oxford/AstraZeneca,22956
Romania,2021-02-17,Pfizer/BioNTech,1139713
Romania,2021-02-18,Moderna,71707
Romania,2021-02-18,Oxford/AstraZeneca,31858
Romania,2021-02-18,Pfizer/BioNTech,1168247
Romania,2021-02-19,Moderna,72378
Romania,2021-02-19,Oxford/AstraZeneca,41296
Romania,2021-02-19,Pfizer/BioNTech,1196266
Romania,2021-02-20,Moderna,72676
Romania,2021-02-20,Oxford/AstraZeneca,50440
Romania,2021-02-20,Pfizer/BioNTech,1219748
Romania,2021-02-21,Moderna,72791
Romania,2021-02-21,Oxford/AstraZeneca,58747
Romania,2021-02-21,Pfizer/BioNTech,1239270
Romania,2021-02-22,Moderna,72935
Romania,2021-02-22,Oxford/AstraZeneca,68534
Romania,2021-02-22,Pfizer/BioNTech,1259204
Romania,2021-02-23,Moderna,73010
Romania,2021-02-23,Oxford/AstraZeneca,78141
Romania,2021-02-23,Pfizer/BioNTech,1278866
Romania,2021-02-24,Moderna,73017
Romania,2021-02-24,Oxford/AstraZeneca,87871
Romania,2021-02-24,Pfizer/BioNTech,1297346
Romania,2021-02-25,Moderna,73020
Romania,2021-02-25,Oxford/AstraZeneca,98055
Romania,2021-02-25,Pfizer/BioNTech,1307417
Romania,2021-02-26,Oxford/AstraZeneca,109339
Romania,2021-02-26,Pfizer/BioNTech,1315258
Romania,2021-02-27,Oxford/AstraZeneca,119310
Romania,2021-02-27,Pfizer/BioNTech,1320991
Romania,2021-02-28,Oxford/AstraZeneca,127371
Romania,2021-02-28,Pfizer/BioNTech,1324066
Romania,2021-03-01,Oxford/AstraZeneca,136586
Romania,2021-03-01,Pfizer/BioNTech,1347000
Romania,2021-03-02,Oxford/AstraZeneca,146051
Romania,2021-03-02,Pfizer/BioNTech,1375693
Romania,2021-03-03,Oxford/AstraZeneca,154730
Romania,2021-03-03,Pfizer/BioNTech,1405699
Romania,2021-03-04,Moderna,79862
Romania,2021-03-04,Oxford/AstraZeneca,162337
Romania,2021-03-04,Pfizer/BioNTech,1434988
Romania,2021-03-05,Moderna,88224
Romania,2021-03-05,Oxford/AstraZeneca,170102
Romania,2021-03-05,Pfizer/BioNTech,1466214
Romania,2021-03-06,Moderna,96530
Romania,2021-03-06,Oxford/AstraZeneca,177516
Romania,2021-03-06,Pfizer/BioNTech,1499132
Romania,2021-03-07,Moderna,104227
Romania,2021-03-07,Oxford/AstraZeneca,184012
Romania,2021-03-07,Pfizer/BioNTech,1530123
Romania,2021-03-08,Moderna,108871
Romania,2021-03-08,Oxford/AstraZeneca,190326
Romania,2021-03-08,Pfizer/BioNTech,1562623
Romania,2021-03-09,Moderna,113813
Romania,2021-03-09,Oxford/AstraZeneca,197660
Romania,2021-03-09,Pfizer/BioNTech,1598547
Romania,2021-03-10,Moderna,117819
Romania,2021-03-10,Oxford/AstraZeneca,204910
Romania,2021-03-10,Pfizer/BioNTech,1638693
Romania,2021-03-11,Moderna,121218
Romania,2021-03-11,Oxford/AstraZeneca,211212
Romania,2021-03-11,Pfizer/BioNTech,1678903
Romania,2021-03-12,Moderna,124766
Romania,2021-03-12,Oxford/AstraZeneca,217059
Romania,2021-03-12,Pfizer/BioNTech,1718894
Romania,2021-03-13,Moderna,128144
Romania,2021-03-13,Oxford/AstraZeneca,222922
Romania,2021-03-13,Pfizer/BioNTech,1758375
Romania,2021-03-14,Moderna,131137
Romania,2021-03-14,Oxford/AstraZeneca,228280
Romania,2021-03-14,Pfizer/BioNTech,1792723
Romania,2021-03-15,Moderna,137600
Romania,2021-03-15,Oxford/AstraZeneca,235679
Romania,2021-03-15,Pfizer/BioNTech,1828437
Romania,2021-03-16,Moderna,149732
Romania,2021-03-16,Oxford/AstraZeneca,242742
Romania,2021-03-16,Pfizer/BioNTech,1869226
Romania,2021-03-17,Moderna,158781
Romania,2021-03-17,Oxford/AstraZeneca,249300
Romania,2021-03-17,Pfizer/BioNTech,1907900
Romania,2021-03-18,Moderna,165150
Romania,2021-03-18,Oxford/AstraZeneca,256243
Romania,2021-03-18,Pfizer/BioNTech,1946513
Romania,2021-03-19,Moderna,169966
Romania,2021-03-19,Oxford/AstraZeneca,263394
Romania,2021-03-19,Pfizer/BioNTech,1984407
Romania,2021-03-20,Moderna,174732
Romania,2021-03-20,Oxford/AstraZeneca,271485
Romania,2021-03-20,Pfizer/BioNTech,2022454
Romania,2021-03-21,Moderna,179154
Romania,2021-03-21,Oxford/AstraZeneca,279325
Romania,2021-03-21,Pfizer/BioNTech,2054609
Romania,2021-03-22,Moderna,183177
Romania,2021-03-22,Oxford/AstraZeneca,286648
Romania,2021-03-22,Pfizer/BioNTech,2090459
Romania,2021-03-23,Moderna,187546
Romania,2021-03-23,Oxford/AstraZeneca,294985
Romania,2021-03-23,Pfizer/BioNTech,2135815
Romania,2021-03-24,Moderna,191868
Romania,2021-03-24,Oxford/AstraZeneca,302969
Romania,2021-03-24,Pfizer/BioNTech,2182617
Romania,2021-03-25,Moderna,196122
Romania,2021-03-25,Oxford/AstraZeneca,310485
Romania,2021-03-25,Pfizer/BioNTech,2229733
Romania,2021-03-26,Moderna,200231
Romania,2021-03-26,Oxford/AstraZeneca,318056
Romania,2021-03-26,Pfizer/BioNTech,2273184
Romania,2021-03-27,Moderna,204969
Romania,2021-03-27,Oxford/AstraZeneca,326640
Romania,2021-03-27,Pfizer/BioNTech,2318409
Romania,2021-03-28,Moderna,209212
Romania,2021-03-28,Oxford/AstraZeneca,334912
Romania,2021-03-28,Pfizer/BioNTech,2360607
Romania,2021-03-29,Moderna,213039
Romania,2021-03-29,Oxford/AstraZeneca,342263
Romania,2021-03-29,Pfizer/BioNTech,2401887
Romania,2021-03-30,Moderna,217516
Romania,2021-03-30,Oxford/AstraZeneca,349827
Romania,2021-03-30,Pfizer/BioNTech,2454264
Romania,2021-03-31,Moderna,221682
Romania,2021-03-31,Oxford/AstraZeneca,356402
Romania,2021-03-31,Pfizer/BioNTech,2501784
Romania,2021-04-01,Moderna,226033
Romania,2021-04-01,Oxford/AstraZeneca,362660
Romania,2021-04-01,Pfizer/BioNTech,2548790
Romania,2021-04-02,Moderna,230533
Romania,2021-04-02,Oxford/AstraZeneca,368974
Romania,2021-04-02,Pfizer/BioNTech,2595945
Romania,2021-04-03,Moderna,235329
Romania,2021-04-03,Oxford/AstraZeneca,374819
Romania,2021-04-03,Pfizer/BioNTech,2640729
Romania,2021-04-04,Moderna,239724
Romania,2021-04-04,Oxford/AstraZeneca,379020
Romania,2021-04-04,Pfizer/BioNTech,2680468
Romania,2021-04-05,Moderna,243667
Romania,2021-04-05,Oxford/AstraZeneca,382996
Romania,2021-04-05,Pfizer/BioNTech,2723919
Romania,2021-04-06,Moderna,248385
Romania,2021-04-06,Oxford/AstraZeneca,386430
Romania,2021-04-06,Pfizer/BioNTech,2770716
Romania,2021-04-07,Moderna,253339
Romania,2021-04-07,Oxford/AstraZeneca,389001
Romania,2021-04-07,Pfizer/BioNTech,2818530
Romania,2021-04-08,Moderna,258603
Romania,2021-04-08,Oxford/AstraZeneca,391469
Romania,2021-04-08,Pfizer/BioNTech,2867621
Romania,2021-04-09,Moderna,263626
Romania,2021-04-09,Oxford/AstraZeneca,393982
Romania,2021-04-09,Pfizer/BioNTech,2914374
Romania,2021-04-10,Moderna,271279
Romania,2021-04-10,Oxford/AstraZeneca,397094
Romania,2021-04-10,Pfizer/BioNTech,2965548
Romania,2021-04-11,Moderna,278832
Romania,2021-04-11,Oxford/AstraZeneca,399252
Romania,2021-04-11,Pfizer/BioNTech,3012825
Romania,2021-04-12,Moderna,287423
Romania,2021-04-12,Oxford/AstraZeneca,407271
Romania,2021-04-12,Pfizer/BioNTech,3059096
Romania,2021-04-13,Moderna,296167
Romania,2021-04-13,Oxford/AstraZeneca,417067
Romania,2021-04-13,Pfizer/BioNTech,3117146
Romania,2021-04-14,Moderna,305182
Romania,2021-04-14,Oxford/AstraZeneca,426913
Romania,2021-04-14,Pfizer/BioNTech,3178405
Romania,2021-04-15,Moderna,314259
Romania,2021-04-15,Oxford/AstraZeneca,436165
Romania,2021-04-15,Pfizer/BioNTech,3240132
Romania,2021-04-16,Moderna,323062
Romania,2021-04-16,Oxford/AstraZeneca,446329
Romania,2021-04-16,Pfizer/BioNTech,3300799
Romania,2021-04-17,Moderna,332539
Romania,2021-04-17,Oxford/AstraZeneca,456172
Romania,2021-04-17,Pfizer/BioNTech,3362657
Romania,2021-04-18,Moderna,341162
Romania,2021-04-18,Oxford/AstraZeneca,464653
Romania,2021-04-18,Pfizer/BioNTech,3417475
Romania,2021-04-19,Moderna,349011
Romania,2021-04-19,Oxford/AstraZeneca,475051
Romania,2021-04-19,Pfizer/BioNTech,3474495
Romania,2021-04-20,Moderna,358891
Romania,2021-04-20,Oxford/AstraZeneca,485089
Romania,2021-04-20,Pfizer/BioNTech,3543461
Romania,2021-04-21,Moderna,369970
Romania,2021-04-21,Oxford/AstraZeneca,495208
Romania,2021-04-21,Pfizer/BioNTech,3614041
Romania,2021-04-22,Moderna,380592
Romania,2021-04-22,Oxford/AstraZeneca,505247
Romania,2021-04-22,Pfizer/BioNTech,3680757
Romania,2021-04-23,Moderna,390799
Romania,2021-04-23,Oxford/AstraZeneca,516765
Romania,2021-04-23,Pfizer/BioNTech,3749432
Romania,2021-04-24,Moderna,402275
Romania,2021-04-24,Oxford/AstraZeneca,526446
Romania,2021-04-24,Pfizer/BioNTech,3817954
Romania,2021-04-25,Moderna,411876
Romania,2021-04-25,Oxford/AstraZeneca,534300
Romania,2021-04-25,Pfizer/BioNTech,3877603
Romania,2021-04-26,Moderna,421055
Romania,2021-04-26,Oxford/AstraZeneca,543893
Romania,2021-04-26,Pfizer/BioNTech,3939640
Romania,2021-04-27,Moderna,430671
Romania,2021-04-27,Oxford/AstraZeneca,553916
Romania,2021-04-27,Pfizer/BioNTech,4004648
Romania,2021-04-28,Moderna,439342
Romania,2021-04-28,Oxford/AstraZeneca,563246
Romania,2021-04-28,Pfizer/BioNTech,4070437
Romania,2021-04-29,Moderna,447398
Romania,2021-04-29,Oxford/AstraZeneca,571580
Romania,2021-04-29,Pfizer/BioNTech,4134438
Romania,2021-04-30,Moderna,455671
Romania,2021-04-30,Oxford/AstraZeneca,579202
Romania,2021-04-30,Pfizer/BioNTech,4197155
Romania,2021-05-01,Moderna,461395
Romania,2021-05-01,Oxford/AstraZeneca,584908
Romania,2021-05-01,Pfizer/BioNTech,4245742
Romania,2021-05-02,Moderna,465528
Romania,2021-05-02,Oxford/AstraZeneca,588599
Romania,2021-05-02,Pfizer/BioNTech,4279191
Romania,2021-05-03,Moderna,471274
Romania,2021-05-03,Oxford/AstraZeneca,593957
Romania,2021-05-03,Pfizer/BioNTech,4334654
Romania,2021-05-04,Johnson&Johnson,45
Romania,2021-05-04,Moderna,478246
Romania,2021-05-04,Oxford/AstraZeneca,602451
Romania,2021-05-04,Pfizer/BioNTech,4404747
Romania,2021-05-05,Johnson&Johnson,267
Romania,2021-05-05,Moderna,485462
Romania,2021-05-05,Oxford/AstraZeneca,610915
Romania,2021-05-05,Pfizer/BioNTech,4483199
Romania,2021-05-06,Johnson&Johnson,1159
Romania,2021-05-06,Moderna,494009
Romania,2021-05-06,Oxford/AstraZeneca,618693
Romania,2021-05-06,Pfizer/BioNTech,4566436
Romania,2021-05-07,Johnson&Johnson,2654
Romania,2021-05-07,Moderna,502226
Romania,2021-05-07,Oxford/AstraZeneca,625404
Romania,2021-05-07,Pfizer/BioNTech,4642514
Romania,2021-05-08,Johnson&Johnson,3325
Romania,2021-05-08,Moderna,512737
Romania,2021-05-08,Oxford/AstraZeneca,632302
Romania,2021-05-08,Pfizer/BioNTech,4735067
Romania,2021-05-09,Johnson&Johnson,3527
Romania,2021-05-09,Moderna,522443
Romania,2021-05-09,Oxford/AstraZeneca,638049
Romania,2021-05-09,Pfizer/BioNTech,4823349
Romania,2021-05-10,Johnson&Johnson,5270
Romania,2021-05-10,Moderna,530055
Romania,2021-05-10,Oxford/AstraZeneca,646291
Romania,2021-05-10,Pfizer/BioNTech,4905212
Romania,2021-05-11,Johnson&Johnson,8651
Romania,2021-05-11,Moderna,537276
Romania,2021-05-11,Oxford/AstraZeneca,654036
Romania,2021-05-11,Pfizer/BioNTech,4992709
Romania,2021-05-12,Johnson&Johnson,12662
Romania,2021-05-12,Moderna,544683
Romania,2021-05-12,Oxford/AstraZeneca,661214
Romania,2021-05-12,Pfizer/BioNTech,5078867
Romania,2021-05-13,Johnson&Johnson,17203
Romania,2021-05-13,Moderna,551854
Romania,2021-05-13,Oxford/AstraZeneca,668387
Romania,2021-05-13,Pfizer/BioNTech,5163215
Romania,2021-05-14,Johnson&Johnson,23115
Romania,2021-05-14,Moderna,559092
Romania,2021-05-14,Oxford/AstraZeneca,676145
Romania,2021-05-14,Pfizer/BioNTech,5252621
Romania,2021-05-15,Johnson&Johnson,25538
Romania,2021-05-15,Moderna,566632
Romania,2021-05-15,Oxford/AstraZeneca,684454
Romania,2021-05-15,Pfizer/BioNTech,5353370
Romania,2021-05-16,Johnson&Johnson,27008
Romania,2021-05-16,Moderna,572217
Romania,2021-05-16,Oxford/AstraZeneca,692147
Romania,2021-05-16,Pfizer/BioNTech,5440284
Romania,2021-05-17,Johnson&Johnson,31404
Romania,2021-05-17,Moderna,577717
Romania,2021-05-17,Oxford/AstraZeneca,699993
Romania,2021-05-17,Pfizer/BioNTech,5517198
Romania,2021-05-18,Johnson&Johnson,37860
Romania,2021-05-18,Moderna,585040
Romania,2021-05-18,Oxford/AstraZeneca,708606
Romania,2021-05-18,Pfizer/BioNTech,5591759
Romania,2021-05-19,Johnson&Johnson,45337
Romania,2021-05-19,Moderna,592929
Romania,2021-05-19,Oxford/AstraZeneca,716589
Romania,2021-05-19,Pfizer/BioNTech,5662827
Romania,2021-05-20,Johnson&Johnson,52508
Romania,2021-05-20,Moderna,600583
Romania,2021-05-20,Oxford/AstraZeneca,724401
Romania,2021-05-20,Pfizer/BioNTech,5728149
Romania,2021-05-21,Johnson&Johnson,59855
Romania,2021-05-21,Moderna,607662
Romania,2021-05-21,Oxford/AstraZeneca,732201
Romania,2021-05-21,Pfizer/BioNTech,5790898
Romania,2021-05-22,Johnson&Johnson,62730
Romania,2021-05-22,Moderna,615611
Romania,2021-05-22,Oxford/AstraZeneca,740674
Romania,2021-05-22,Pfizer/BioNTech,5847052
Romania,2021-05-23,Johnson&Johnson,65439
Romania,2021-05-23,Moderna,621592
Romania,2021-05-23,Oxford/AstraZeneca,748426
Romania,2021-05-23,Pfizer/BioNTech,5884675
Romania,2021-05-24,Johnson&Johnson,71246
Romania,2021-05-24,Moderna,627741
Romania,2021-05-24,Oxford/AstraZeneca,756116
Romania,2021-05-24,Pfizer/BioNTech,5922644
Romania,2021-05-25,Johnson&Johnson,78264
Romania,2021-05-25,Moderna,633965
Romania,2021-05-25,Oxford/AstraZeneca,763583
Romania,2021-05-25,Pfizer/BioNTech,5970755
Romania,2021-05-26,Johnson&Johnson,86267
Romania,2021-05-26,Moderna,639199
Romania,2021-05-26,Oxford/AstraZeneca,770285
Romania,2021-05-26,Pfizer/BioNTech,6021938
Romania,2021-05-27,Johnson&Johnson,94290
Romania,2021-05-27,Moderna,643967
Romania,2021-05-27,Oxford/AstraZeneca,776549
Romania,2021-05-27,Pfizer/BioNTech,6070261
Romania,2021-05-28,Johnson&Johnson,102965
Romania,2021-05-28,Moderna,648279
Romania,2021-05-28,Oxford/AstraZeneca,782802
Romania,2021-05-28,Pfizer/BioNTech,6120498
Romania,2021-05-29,Johnson&Johnson,107871
Romania,2021-05-29,Moderna,651064
Romania,2021-05-29,Oxford/AstraZeneca,788744
Romania,2021-05-29,Pfizer/BioNTech,6183794
Switzerland,2021-02-14,Moderna,229609
Switzerland,2021-02-14,Pfizer/BioNTech,320393
Switzerland,2021-02-15,Moderna,238877
Switzerland,2021-02-15,Pfizer/BioNTech,329335
Switzerland,2021-02-16,Moderna,251216
Switzerland,2021-02-16,Pfizer/BioNTech,340645
Switzerland,2021-02-17,Moderna,265937
Switzerland,2021-02-17,Pfizer/BioNTech,353834
Switzerland,2021-02-18,Moderna,279464
Switzerland,2021-02-18,Pfizer/BioNTech,367078
Switzerland,2021-02-19,Moderna,290483
Switzerland,2021-02-19,Pfizer/BioNTech,378796
Switzerland,2021-02-20,Moderna,294991
Switzerland,2021-02-20,Pfizer/BioNTech,381216
Switzerland,2021-02-21,Moderna,297010
Switzerland,2021-02-21,Pfizer/BioNTech,382977
Switzerland,2021-02-22,Moderna,307335
Switzerland,2021-02-22,Pfizer/BioNTech,391820
Switzerland,2021-02-23,Moderna,321654
Switzerland,2021-02-23,Pfizer/BioNTech,402531
Switzerland,2021-02-24,Moderna,339999
Switzerland,2021-02-24,Pfizer/BioNTech,415586
Switzerland,2021-02-25,Moderna,356118
Switzerland,2021-02-25,Pfizer/BioNTech,426485
Switzerland,2021-02-26,Moderna,370424
Switzerland,2021-02-26,Pfizer/BioNTech,435574
Switzerland,2021-02-27,Moderna,374154
Switzerland,2021-02-27,Pfizer/BioNTech,438057
Switzerland,2021-02-28,Moderna,375640
Switzerland,2021-02-28,Pfizer/BioNTech,439823
Switzerland,2021-03-01,Moderna,388290
Switzerland,2021-03-01,Pfizer/BioNTech,448511
Switzerland,2021-03-02,Moderna,402264
Switzerland,2021-03-02,Pfizer/BioNTech,458918
Switzerland,2021-03-03,Moderna,421290
Switzerland,2021-03-03,Pfizer/BioNTech,475157
Switzerland,2021-03-04,Moderna,438747
Switzerland,2021-03-04,Pfizer/BioNTech,488886
Switzerland,2021-03-05,Moderna,453270
Switzerland,2021-03-05,Pfizer/BioNTech,502040
Switzerland,2021-03-06,Moderna,456658
Switzerland,2021-03-06,Pfizer/BioNTech,504433
Switzerland,2021-03-07,Moderna,458808
Switzerland,2021-03-07,Pfizer/BioNTech,505973
Switzerland,2021-03-08,Moderna,469874
Switzerland,2021-03-08,Pfizer/BioNTech,517334
Switzerland,2021-03-09,Moderna,484918
Switzerland,2021-03-09,Pfizer/BioNTech,530946
Switzerland,2021-03-10,Moderna,501638
Switzerland,2021-03-10,Pfizer/BioNTech,547131
Switzerland,2021-03-11,Moderna,517075
Switzerland,2021-03-11,Pfizer/BioNTech,561616
Switzerland,2021-03-12,Moderna,529910
Switzerland,2021-03-12,Pfizer/BioNTech,574005
Switzerland,2021-03-13,Moderna,533826
Switzerland,2021-03-13,Pfizer/BioNTech,575654
Switzerland,2021-03-14,Moderna,534743
Switzerland,2021-03-14,Pfizer/BioNTech,577219
Switzerland,2021-03-15,Moderna,544470
Switzerland,2021-03-15,Pfizer/BioNTech,588013
Switzerland,2021-03-16,Moderna,556719
Switzerland,2021-03-16,Pfizer/BioNTech,602886
Switzerland,2021-03-17,Moderna,569929
Switzerland,2021-03-17,Pfizer/BioNTech,623257
Switzerland,2021-03-18,Moderna,582911
Switzerland,2021-03-18,Pfizer/BioNTech,641687
Switzerland,2021-03-19,Moderna,592612
Switzerland,2021-03-19,Pfizer/BioNTech,658584
Switzerland,2021-03-20,Moderna,594834
Switzerland,2021-03-20,Pfizer/BioNTech,662392
Switzerland,2021-03-21,Moderna,595122
Switzerland,2021-03-21,Pfizer/BioNTech,663848
Switzerland,2021-03-22,Moderna,605822
Switzerland,2021-03-22,Pfizer/BioNTech,677564
Switzerland,2021-03-23,Moderna,621022
Switzerland,2021-03-23,Pfizer/BioNTech,692991
